City,Date,Sunup,Sundown
toronto,01-16-17,7.0:47,17.000007
toronto,01-17-17,7.0:46,17.000009
toronto,01-18-17,7.0:46,17.0000000
toronto,01-19-17,7.0:45,17.0:11
toronto,01-20-17,7.0:44,17.0:13
toronto,01-21-17,7.0:43,17.0:14
toronto,01-22-17,7.0:43,17.0:15
toronto,01-23-17,7.0:42,17.0:16
toronto,01-24-17,7.0:41,17.0:18
toronto,01-25-17,7.0000000,17.0:19
toronto,01-26-17,7.0:39,17.0000000
toronto,01-27-17,7.0:38,17.0:22
toronto,01-28-17,7.0:37,17.0:23
toronto,01-29-17,7.0:36,17.0:24
toronto,01-30-17,7.0:35,17.0:26
toronto,01-31-17,7.0:34,17.0:27
toronto,02-01-17,7.0:33,17.0:29
toronto,02-02-17,7.0:32,17.0000000
toronto,02-03-17,7.0:31,17.0:31
toronto,02-04-17,7.0000000,17.0:33
toronto,02-05-17,7.0:29,17.0:34
toronto,02-06-17,7.0:27,17.0:35
toronto,02-07-17,7.0:26,17.0:37
toronto,02-08-17,7.0:25,17.0:38
toronto,02-09-17,7.0:23,17.0000000
toronto,02-10-17,7.0:22,17.0:41
toronto,02-11-17,7.0:21,17.0:42
toronto,02-12-17,7.0:19,17.0:44
toronto,02-13-17,7.0:18,17.0:45
toronto,02-14-17,7.0:17,17.0:46
toronto,02-15-17,7.0:15,17.0:48
toronto,02-16-17,7.0:14,17.0:49
toronto,02-17-17,7.0:12,17.0000000
toronto,02-18-17,7.0:11,17.0:52
toronto,02-19-17,7.000009,17.0:53
toronto,02-20-17,7.000008,17.0:54
toronto,02-21-17,7.000006,17.0:56
toronto,02-22-17,7.000005,17.0:57
toronto,02-23-17,7.000003,17.0:58
toronto,02-24-17,7.000001,18.0000000
toronto,02-25-17,7.0000000,18.000001
toronto,02-26-17,6.0:58,18.000002
toronto,02-27-17,6.0:56,18.000004
toronto,02-28-17,6.0:55,18.000005
toronto,03-01-17,6.0:53,18.000006
toronto,03-02-17,6.0:51,18.000007
toronto,03-03-17,6.0000000,18.000009
toronto,03-04-17,6.0:48,18.0000000
toronto,03-05-17,6.0:46,18.0:11
toronto,03-06-17,6.0:45,18.0:12
toronto,03-07-17,6.0:43,18.0:14
toronto,03-08-17,6.0:41,18.0:15
toronto,03-09-17,6.0:39,18.0:16
toronto,03-10-17,6.0:38,18.0:17
toronto,03-11-17,6.0:36,18.0:19
toronto,03-12-17,7.0:34,19.0000000
toronto,03-13-17,7.0:32,19.0:21
toronto,03-14-17,7.0:31,19.0:22
toronto,03-15-17,7.0:29,19.0:24
toronto,03-16-17,7.0:27,19.0:25
toronto,03-17-17,7.0:25,19.0:26
toronto,03-18-17,7.0:23,19.0:27
toronto,03-19-17,7.0:22,19.0:28
toronto,03-20-17,7.0000000,19.0000000
toronto,03-21-17,7.0:18,19.0:31
toronto,03-22-17,7.0:16,19.0:32
toronto,03-23-17,7.0:14,19.0:33
toronto,03-24-17,7.0:13,19.0:35
toronto,03-25-17,7.0:11,19.0:36
toronto,03-26-17,7.000009,19.0:37
toronto,03-27-17,7.000007,19.0:38
toronto,03-28-17,7.000005,19.0:39
toronto,03-29-17,7.000004,19.0:41
toronto,03-30-17,7.000002,19.0:42
toronto,03-31-17,7.0000000,19.0:43
toronto,04-01-17,6.0:58,19.0:44
toronto,04-02-17,6.0:56,19.0:45
toronto,04-03-17,6.0:55,19.0:47
toronto,04-04-17,6.0:53,19.0:48
toronto,04-05-17,6.0:51,19.0:49
toronto,04-06-17,6.0:49,19.0000000
toronto,04-07-17,6.0:48,19.0:51
toronto,04-08-17,6.0:46,19.0:52
toronto,04-09-17,6.0:44,19.0:54
toronto,04-10-17,6.0:42,19.0:55
toronto,04-11-17,6.0:41,19.0:56
toronto,04-12-17,6.0:39,19.0:57
toronto,04-13-17,6.0:37,19.0:58
toronto,04-14-17,6.0:36,20.0000000
toronto,04-15-17,6.0:34,20.000001
toronto,04-16-17,6.0:32,20.000002
toronto,04-17-17,6.0:31,20.000003
toronto,04-18-17,6.0:29,20.000004
toronto,04-19-17,6.0:27,20.000006
toronto,04-20-17,6.0:26,20.000007
toronto,04-21-17,6.0:24,20.000008
toronto,04-22-17,6.0:23,20.000009
toronto,04-23-17,6.0:21,20.0000000
toronto,04-24-17,6.0:19,20.0:12
toronto,04-25-17,6.0:18,20.0:13
toronto,04-26-17,6.0:16,20.0:14
toronto,04-27-17,6.0:15,20.0:15
toronto,04-28-17,6.0:13,20.0:16
toronto,04-29-17,6.0:12,20.0:17
toronto,04-30-17,6.0:11,20.0:19
toronto,05-01-17,6.000009,20.0000000
toronto,05-02-17,6.000008,20.0:21
toronto,05-03-17,6.000006,20.0:22
toronto,05-04-17,6.000005,20.0:23
toronto,05-05-17,6.000004,20.0:24
toronto,05-06-17,6.000002,20.0:26
toronto,05-07-17,6.000001,20.0:27
toronto,05-08-17,6.0000000,20.0:28
toronto,05-09-17,5.0:59,20.0:29
toronto,05-10-17,5.0:57,20.0000000
toronto,05-11-17,5.0:56,20.0:31
toronto,05-12-17,5.0:55,20.0:32
toronto,05-13-17,5.0:54,20.0:33
toronto,05-14-17,5.0:53,20.0:35
toronto,05-15-17,5.0:52,20.0:36
toronto,05-16-17,5.0:51,20.0:37
toronto,05-17-17,5.0000000,20.0:38
toronto,05-18-17,5.0:49,20.0:39
toronto,05-19-17,5.0:48,20.0000000
toronto,05-20-17,5.0:47,20.0:41
toronto,05-21-17,5.0:46,20.0:42
toronto,05-22-17,5.0:45,20.0:43
toronto,05-23-17,5.0:44,20.0:44
toronto,05-24-17,5.0:43,20.0:45
toronto,05-25-17,5.0:43,20.0:46
toronto,05-26-17,5.0:42,20.0:47
toronto,05-27-17,5.0:41,20.0:48
toronto,05-28-17,5.0:41,20.0:49
toronto,05-29-17,5.0000000,20.0:49
toronto,05-30-17,5.0:39,20.0000000
toronto,05-31-17,5.0:39,20.0:51
toronto,06-01-17,5.0:38,20.0:52
toronto,06-02-17,5.0:38,20.0:53
toronto,06-03-17,5.0:37,20.0:53
toronto,06-04-17,5.0:37,20.0:54
toronto,06-05-17,5.0:37,20.0:55
toronto,06-06-17,5.0:36,20.0:56
toronto,06-07-17,5.0:36,20.0:56
toronto,06-08-17,5.0:36,20.0:57
toronto,06-09-17,5.0:35,20.0:57
toronto,06-10-17,5.0:35,20.0:58
toronto,06-11-17,5.0:35,20.0:59
toronto,06-12-17,5.0:35,20.0:59
toronto,06-13-17,5.0:35,21.0000000
toronto,06-14-17,5.0:35,21.0000000
toronto,06-15-17,5.0:35,21.0000000
toronto,06-16-17,5.0:35,21.000001
toronto,06-17-17,5.0:35,21.000001
toronto,06-18-17,5.0:35,21.000001
toronto,06-19-17,5.0:35,21.000002
toronto,06-20-17,5.0:35,21.000002
toronto,06-21-17,5.0:36,21.000002
toronto,06-22-17,5.0:36,21.000002
toronto,06-23-17,5.0:36,21.000002
toronto,06-24-17,5.0:36,21.000003
toronto,06-25-17,5.0:37,21.000003
toronto,06-26-17,5.0:37,21.000003
toronto,06-27-17,5.0:38,21.000003
toronto,06-28-17,5.0:38,21.000003
toronto,06-29-17,5.0:39,21.000002
toronto,06-30-17,5.0:39,21.000002
toronto,07-01-17,5.0000000,21.000002
toronto,07-02-17,5.0000000,21.000002
toronto,07-03-17,5.0:41,21.000002
toronto,07-04-17,5.0:41,21.000001
toronto,07-05-17,5.0:42,21.000001
toronto,07-06-17,5.0:43,21.000001
toronto,07-07-17,5.0:43,21.0000000
toronto,07-08-17,5.0:44,21.0000000
toronto,07-09-17,5.0:45,21.0000000
toronto,07-10-17,5.0:45,20.0:59
toronto,07-11-17,5.0:46,20.0:58
toronto,07-12-17,5.0:47,20.0:58
toronto,07-13-17,5.0:48,20.0:57
toronto,07-14-17,5.0:49,20.0:57
toronto,07-15-17,5.0000000,20.0:56
toronto,07-16-17,5.0000000,20.0:55
toronto,07-17-17,5.0:51,20.0:55
toronto,07-18-17,5.0:52,20.0:54
toronto,07-19-17,5.0:53,20.0:53
toronto,07-20-17,5.0:54,20.0:52
toronto,07-21-17,5.0:55,20.0:51
toronto,07-22-17,5.0:56,20.0000000
toronto,07-23-17,5.0:57,20.0:49
toronto,07-24-17,5.0:58,20.0:48
toronto,07-25-17,5.0:59,20.0:47
toronto,07-26-17,6.0000000,20.0:46
toronto,07-27-17,6.000001,20.0:45
toronto,07-28-17,6.000002,20.0:44
toronto,07-29-17,6.000003,20.0:43
toronto,07-30-17,6.000004,20.0:42
toronto,07-31-17,6.000005,20.0:41
toronto,08-01-17,6.000006,20.0000000
toronto,08-02-17,6.000008,20.0:38
toronto,08-03-17,6.000009,20.0:37
toronto,08-04-17,6.0000000,20.0:36
toronto,08-05-17,6.0:11,20.0:34
toronto,08-06-17,6.0:12,20.0:33
toronto,08-07-17,6.0:13,20.0:32
toronto,08-08-17,6.0:14,20.0000000
toronto,08-09-17,6.0:15,20.0:29
toronto,08-10-17,6.0:16,20.0:28
toronto,08-11-17,6.0:17,20.0:26
toronto,08-12-17,6.0:19,20.0:25
toronto,08-13-17,6.0000000,20.0:23
toronto,08-14-17,6.0:21,20.0:22
toronto,08-15-17,6.0:22,20.0000000
toronto,08-16-17,6.0:23,20.0:19
toronto,08-17-17,6.0:24,20.0:17
toronto,08-18-17,6.0:25,20.0:15
toronto,08-19-17,6.0:26,20.0:14
toronto,08-20-17,6.0:28,20.0:12
toronto,08-21-17,6.0:29,20.0:11
toronto,08-22-17,6.0000000,20.000009
toronto,08-23-17,6.0:31,20.000007
toronto,08-24-17,6.0:32,20.000006
toronto,08-25-17,6.0:33,20.000004
toronto,08-26-17,6.0:34,20.000002
toronto,08-27-17,6.0:35,20.000001
toronto,08-28-17,6.0:37,19.0:59
toronto,08-29-17,6.0:38,19.0:57
toronto,08-30-17,6.0:39,19.0:55
toronto,08-31-17,6.0000000,19.0:54
toronto,09-01-17,6.0:41,19.0:52
toronto,09-02-17,6.0:42,19.0000000
toronto,09-03-17,6.0:43,19.0:48
toronto,09-04-17,6.0:44,19.0:47
toronto,09-05-17,6.0:45,19.0:45
toronto,09-06-17,6.0:47,19.0:43
toronto,09-07-17,6.0:48,19.0:41
toronto,09-08-17,6.0:49,19.0:39
toronto,09-09-17,6.0000000,19.0:38
toronto,09-10-17,6.0:51,19.0:36
toronto,09-11-17,6.0:52,19.0:34
toronto,09-12-17,6.0:53,19.0:32
toronto,09-13-17,6.0:54,19.0000000
toronto,09-14-17,6.0:56,19.0:29
toronto,09-15-17,6.0:57,19.0:27
toronto,09-16-17,6.0:58,19.0:25
toronto,09-17-17,6.0:59,19.0:23
toronto,09-18-17,7.0000000,19.0:21
toronto,09-19-17,7.000001,19.0:19
toronto,09-20-17,7.000002,19.0:18
toronto,09-21-17,7.000003,19.0:16
toronto,09-22-17,7.000005,19.0:14
toronto,09-23-17,7.000006,19.0:12
toronto,09-24-17,7.000007,19.0000000
toronto,09-25-17,7.000008,19.000008
toronto,09-26-17,7.000009,19.000007
toronto,09-27-17,7.0000000,19.000005
toronto,09-28-17,7.0:11,19.000003
toronto,09-29-17,7.0:13,19.000001
toronto,09-30-17,7.0:14,18.0:59
toronto,10-01-17,7.0:15,18.0:58
toronto,10-02-17,7.0:16,18.0:56
toronto,10-03-17,7.0:17,18.0:54
toronto,10-04-17,7.0:18,18.0:52
toronto,10-05-17,7.0000000,18.0000000
toronto,10-06-17,7.0:21,18.0:49
toronto,10-07-17,7.0:22,18.0:47
toronto,10-08-17,7.0:23,18.0:45
toronto,10-09-17,7.0:24,18.0:43
toronto,10-10-17,7.0:25,18.0:42
toronto,10-11-17,7.0:27,18.0000000
toronto,10-12-17,7.0:28,18.0:38
toronto,10-13-17,7.0:29,18.0:37
toronto,10-14-17,7.0000000,18.0:35
toronto,10-15-17,7.0:32,18.0:33
toronto,10-16-17,7.0:33,18.0:32
toronto,10-17-17,7.0:34,18.0000000
toronto,10-18-17,7.0:35,18.0:28
toronto,10-19-17,7.0:37,18.0:27
toronto,10-20-17,7.0:38,18.0:25
toronto,10-21-17,7.0:39,18.0:24
toronto,10-22-17,7.0000000,18.0:22
toronto,10-23-17,7.0:42,18.0000000
toronto,10-24-17,7.0:43,18.0:19
toronto,10-25-17,7.0:44,18.0:17
toronto,10-26-17,7.0:45,18.0:16
toronto,10-27-17,7.0:47,18.0:14
toronto,10-28-17,7.0:48,18.0:13
toronto,10-29-17,7.0:49,18.0:12
toronto,10-30-17,7.0:51,18.0000000
toronto,10-31-17,7.0:52,18.000009
toronto,11-01-17,7.0:53,18.000007
toronto,11-02-17,7.0:54,18.000006
toronto,11-03-17,7.0:56,18.000005
toronto,11-04-17,7.0:57,18.000004
toronto,11-05-17,6.0:58,17.000002
toronto,11-06-17,7.0000000,17.000001
toronto,11-07-17,7.000001,17.0000000
toronto,11-08-17,7.000002,16.0:59
toronto,11-09-17,7.000004,16.0:58
toronto,11-10-17,7.000005,16.0:57
toronto,11-11-17,7.000006,16.0:55
toronto,11-12-17,7.000008,16.0:54
toronto,11-13-17,7.000009,16.0:53
toronto,11-14-17,7.0000000,16.0:52
toronto,11-15-17,7.0:11,16.0:51
toronto,11-16-17,7.0:13,16.0:51
toronto,11-17-17,7.0:14,16.0000000
toronto,11-18-17,7.0:15,16.0:49
toronto,11-19-17,7.0:17,16.0:48
toronto,11-20-17,7.0:18,16.0:47
toronto,11-21-17,7.0:19,16.0:47
toronto,11-22-17,7.0000000,16.0:46
toronto,11-23-17,7.0:22,16.0:45
toronto,11-24-17,7.0:23,16.0:45
toronto,11-25-17,7.0:24,16.0:44
toronto,11-26-17,7.0:25,16.0:43
toronto,11-27-17,7.0:26,16.0:43
toronto,11-28-17,7.0:27,16.0:42
toronto,11-29-17,7.0:29,16.0:42
toronto,11-30-17,7.0000000,16.0:42
toronto,12-01-17,7.0:31,16.0:41
toronto,12-02-17,7.0:32,16.0:41
toronto,12-03-17,7.0:33,16.0:41
toronto,12-04-17,7.0:34,16.0:41
toronto,12-05-17,7.0:35,16.0000000
toronto,12-06-17,7.0:36,16.0000000
toronto,12-07-17,7.0:37,16.0000000
toronto,12-08-17,7.0:38,16.0000000
toronto,12-09-17,7.0:39,16.0000000
toronto,12-10-17,7.0000000,16.0000000
toronto,12-11-17,7.0:41,16.0000000
toronto,12-12-17,7.0:41,16.0000000
toronto,12-13-17,7.0:42,16.0000000
toronto,12-14-17,7.0:43,16.0:41
toronto,12-15-17,7.0:44,16.0:41
toronto,12-16-17,7.0:44,16.0:41
toronto,12-17-17,7.0:45,16.0:41
toronto,12-18-17,7.0:46,16.0:42
toronto,12-19-17,7.0:46,16.0:42
toronto,12-20-17,7.0:47,16.0:43
toronto,12-21-17,7.0:47,16.0:43
toronto,12-22-17,7.0:48,16.0:44
toronto,12-23-17,7.0:48,16.0:44
toronto,12-24-17,7.0:49,16.0:45
toronto,12-25-17,7.0:49,16.0:46
toronto,12-26-17,7.0:49,16.0:46
toronto,12-27-17,7.0000000,16.0:47
toronto,12-28-17,7.0000000,16.0:48
toronto,12-29-17,7.0000000,16.0:48
toronto,12-30-17,7.0000000,16.0:49
toronto,12-31-17,7.0000000,16.0000000
toronto,01-01-18,7.0:51,16.0:51
toronto,01-02-18,7.0:51,16.0:52
toronto,01-03-18,7.0:51,16.0:53
toronto,01-04-18,7.0:51,16.0:54
toronto,01-05-18,7.0000000,16.0:55
toronto,01-06-18,7.0000000,16.0:56
toronto,01-07-18,7.0000000,16.0:57
toronto,01-08-18,7.0000000,16.0:58
toronto,01-09-18,7.0000000,16.0:59
toronto,01-10-18,7.0:49,17.0000000
toronto,01-11-18,7.0:49,17.000001
toronto,01-12-18,7.0:49,17.000002
toronto,01-13-18,7.0:48,17.000004
toronto,01-14-18,7.0:48,17.000005
toronto,01-15-18,7.0:47,17.000006
toronto,01-16-18,7.0:47,17.000007
toronto,01-17-18,7.0:46,17.000008
toronto,01-18-18,7.0:46,17.0000000
toronto,01-19-18,7.0:45,17.0:11
toronto,01-20-18,7.0:44,17.0:12
toronto,01-21-18,7.0:44,17.0:14
toronto,01-22-18,7.0:43,17.0:15
toronto,01-23-18,7.0:42,17.0:16
toronto,01-24-18,7.0:41,17.0:17
toronto,01-25-18,7.0000000,17.0:19
toronto,01-26-18,7.0000000,17.0000000
toronto,01-27-18,7.0:39,17.0:21
toronto,01-28-18,7.0:38,17.0:23
toronto,01-29-18,7.0:37,17.0:24
toronto,01-30-18,7.0:36,17.0:26
toronto,01-31-18,7.0:35,17.0:27
toronto,02-01-18,7.0:33,17.0:28
toronto,02-02-18,7.0:32,17.0000000
toronto,02-03-18,7.0:31,17.0:31
toronto,02-04-18,7.0000000,17.0:32
toronto,02-05-18,7.0:29,17.0:34
toronto,02-06-18,7.0:28,17.0:35
toronto,02-07-18,7.0:26,17.0:36
toronto,02-08-18,7.0:25,17.0:38
toronto,02-09-18,7.0:24,17.0:39
toronto,02-10-18,7.0:22,17.0:41
toronto,02-11-18,7.0:21,17.0:42
toronto,02-12-18,7.0000000,17.0:43
toronto,02-13-18,7.0:18,17.0:45
toronto,02-14-18,7.0:17,17.0:46
toronto,02-15-18,7.0:16,17.0:47
toronto,02-16-18,7.0:14,17.0:49
toronto,02-17-18,7.0:13,17.0000000
toronto,02-18-18,7.0:11,17.0:51
toronto,02-19-18,7.0000000,17.0:53
toronto,02-20-18,7.000008,17.0:54
toronto,02-21-18,7.000006,17.0:55
toronto,02-22-18,7.000005,17.0:57
toronto,02-23-18,7.000003,17.0:58
toronto,02-24-18,7.000002,17.0:59
toronto,02-25-18,7.0000000,18.000001
toronto,02-26-18,6.0:59,18.000002
toronto,02-27-18,6.0:57,18.000003
toronto,02-28-18,6.0:55,18.000004
toronto,03-01-18,6.0:54,18.000006
toronto,03-02-18,6.0:52,18.000007
toronto,03-03-18,6.0000000,18.000008
toronto,03-04-18,6.0:48,18.0000000
toronto,03-05-18,6.0:47,18.0:11
toronto,03-06-18,6.0:45,18.0:12
toronto,03-07-18,6.0:43,18.0:13
toronto,03-08-18,6.0:42,18.0:15
toronto,03-09-18,6.0000000,18.0:16
toronto,03-10-18,6.0:38,18.0:17
toronto,03-11-18,7.0:36,19.0:18
toronto,03-12-18,7.0:35,19.0000000
toronto,03-13-18,7.0:33,19.0:21
toronto,03-14-18,7.0:31,19.0:22
toronto,03-15-18,7.0:29,19.0:23
toronto,03-16-18,7.0:27,19.0:25
toronto,03-17-18,7.0:26,19.0:26
toronto,03-18-18,7.0:24,19.0:27
toronto,03-19-18,7.0:22,19.0:28
toronto,03-20-18,7.0000000,19.0:29
toronto,03-21-18,7.0:18,19.0:31
toronto,03-22-18,7.0:17,19.0:32
toronto,03-23-18,7.0:15,19.0:33
toronto,03-24-18,7.0:13,19.0:34
toronto,03-25-18,7.0:11,19.0:35
toronto,03-26-18,7.000009,19.0:37
toronto,03-27-18,7.000008,19.0:38
toronto,03-28-18,7.000006,19.0:39
toronto,03-29-18,7.000004,19.0000000
toronto,03-30-18,7.000002,19.0:41
toronto,03-31-18,7.0000000,19.0:43
toronto,04-01-18,6.0:59,19.0:44
toronto,04-02-18,6.0:57,19.0:45
toronto,04-03-18,6.0:55,19.0:46
toronto,04-04-18,6.0:53,19.0:47
toronto,04-05-18,6.0:52,19.0:49
toronto,04-06-18,6.0000000,19.0000000
toronto,04-07-18,6.0:48,19.0:51
toronto,04-08-18,6.0:46,19.0:52
toronto,04-09-18,6.0:45,19.0:53
toronto,04-10-18,6.0:43,19.0:55
toronto,04-11-18,6.0:41,19.0:56
toronto,04-12-18,6.0:39,19.0:57
toronto,04-13-18,6.0:38,19.0:58
toronto,04-14-18,6.0:36,19.0:59
toronto,04-15-18,6.0:34,20.000001
toronto,04-16-18,6.0:33,20.000002
toronto,04-17-18,6.0:31,20.000003
toronto,04-18-18,6.0:29,20.000004
toronto,04-19-18,6.0:28,20.000005
toronto,04-20-18,6.0:26,20.000006
toronto,04-21-18,6.0:25,20.000008
toronto,04-22-18,6.0:23,20.000009
toronto,04-23-18,6.0:21,20.0000000
toronto,04-24-18,6.0000000,20.0:11
toronto,04-25-18,6.0:18,20.0:12
toronto,04-26-18,6.0:17,20.0:14
toronto,04-27-18,6.0:15,20.0:15
toronto,04-28-18,6.0:14,20.0:16
toronto,04-29-18,6.0:12,20.0:17
toronto,04-30-18,6.0:11,20.0:18
toronto,05-01-18,6.000009,20.0:19
toronto,05-02-18,6.000008,20.0:21
toronto,05-03-18,6.000007,20.0:22
toronto,05-04-18,6.000005,20.0:23
toronto,05-05-18,6.000004,20.0:24
toronto,05-06-18,6.000003,20.0:25
toronto,05-07-18,6.000001,20.0:26
toronto,05-08-18,6.0000000,20.0:28
toronto,05-09-18,5.0:59,20.0:29
toronto,05-10-18,5.0:58,20.0000000
toronto,05-11-18,5.0:56,20.0:31
toronto,05-12-18,5.0:55,20.0:32
toronto,05-13-18,5.0:54,20.0:33
toronto,05-14-18,5.0:53,20.0:34
toronto,05-15-18,5.0:52,20.0:35
toronto,05-16-18,5.0:51,20.0:36
toronto,05-17-18,5.0000000,20.0:38
toronto,05-18-18,5.0:49,20.0:39
toronto,05-19-18,5.0:48,20.0000000
toronto,05-20-18,5.0:47,20.0:41
toronto,05-21-18,5.0:46,20.0:42
toronto,05-22-18,5.0:45,20.0:43
toronto,05-23-18,5.0:44,20.0:44
toronto,05-24-18,5.0:44,20.0:45
toronto,05-25-18,5.0:43,20.0:46
toronto,05-26-18,5.0:42,20.0:47
toronto,05-27-18,5.0:41,20.0:47
toronto,05-28-18,5.0:41,20.0:48
toronto,05-29-18,5.0000000,20.0:49
toronto,05-30-18,5.0000000,20.0000000
toronto,05-31-18,5.0:39,20.0:51
toronto,06-01-18,5.0:38,20.0:52
toronto,06-02-18,5.0:38,20.0:53
toronto,06-03-18,5.0:38,20.0:53
toronto,06-04-18,5.0:37,20.0:54
toronto,06-05-18,5.0:37,20.0:55
toronto,06-06-18,5.0:36,20.0:55
toronto,06-07-18,5.0:36,20.0:56
toronto,06-08-18,5.0:36,20.0:57
toronto,06-09-18,5.0:36,20.0:57
toronto,06-10-18,5.0:35,20.0:58
toronto,06-11-18,5.0:35,20.0:58
toronto,06-12-18,5.0:35,20.0:59
toronto,06-13-18,5.0:35,20.0:59
toronto,06-14-18,5.0:35,21.0000000
toronto,06-15-18,5.0:35,21.0000000
toronto,06-16-18,5.0:35,21.000001
toronto,06-17-18,5.0:35,21.000001
toronto,06-18-18,5.0:35,21.000001
toronto,06-19-18,5.0:35,21.000002
toronto,06-20-18,5.0:35,21.000002
toronto,06-21-18,5.0:36,21.000002
toronto,06-22-18,5.0:36,21.000002
toronto,06-23-18,5.0:36,21.000002
toronto,06-24-18,5.0:36,21.000003
toronto,06-25-18,5.0:37,21.000003
toronto,06-26-18,5.0:37,21.000003
toronto,06-27-18,5.0:37,21.000003
toronto,06-28-18,5.0:38,21.000003
toronto,06-29-18,5.0:38,21.000003
toronto,06-30-18,5.0:39,21.000002
toronto,07-01-18,5.0:39,21.000002
toronto,07-02-18,5.0000000,21.000002
toronto,07-03-18,5.0:41,21.000002
toronto,07-04-18,5.0:41,21.000002
toronto,07-05-18,5.0:42,21.000001
toronto,07-06-18,5.0:42,21.000001
toronto,07-07-18,5.0:43,21.000001
toronto,07-08-18,5.0:44,21.0000000
toronto,07-09-18,5.0:45,21.0000000
toronto,07-10-18,5.0:45,20.0:59
toronto,07-11-18,5.0:46,20.0:59
toronto,07-12-18,5.0:47,20.0:58
toronto,07-13-18,5.0:48,20.0:57
toronto,07-14-18,5.0:49,20.0:57
toronto,07-15-18,5.0:49,20.0:56
toronto,07-16-18,5.0000000,20.0:55
toronto,07-17-18,5.0:51,20.0:55
toronto,07-18-18,5.0:52,20.0:54
toronto,07-19-18,5.0:53,20.0:53
toronto,07-20-18,5.0:54,20.0:52
toronto,07-21-18,5.0:55,20.0:51
toronto,07-22-18,5.0:56,20.0:51
toronto,07-23-18,5.0:57,20.0000000
toronto,07-24-18,5.0:58,20.0:49
toronto,07-25-18,5.0:59,20.0:48
toronto,07-26-18,6.0000000,20.0:47
toronto,07-27-18,6.000001,20.0:46
toronto,07-28-18,6.000002,20.0:44
toronto,07-29-18,6.000003,20.0:43
toronto,07-30-18,6.000004,20.0:42
toronto,07-31-18,6.000005,20.0:41
toronto,08-01-18,6.000006,20.0000000
toronto,08-02-18,6.000007,20.0:39
toronto,08-03-18,6.000008,20.0:37
toronto,08-04-18,6.000009,20.0:36
toronto,08-05-18,6.0:11,20.0:35
toronto,08-06-18,6.0:12,20.0:33
toronto,08-07-18,6.0:13,20.0:32
toronto,08-08-18,6.0:14,20.0:31
toronto,08-09-18,6.0:15,20.0:29
toronto,08-10-18,6.0:16,20.0:28
toronto,08-11-18,6.0:17,20.0:26
toronto,08-12-18,6.0:18,20.0:25
toronto,08-13-18,6.0:19,20.0:24
toronto,08-14-18,6.0:21,20.0:22
toronto,08-15-18,6.0:22,20.0:21
toronto,08-16-18,6.0:23,20.0:19
toronto,08-17-18,6.0:24,20.0:17
toronto,08-18-18,6.0:25,20.0:16
toronto,08-19-18,6.0:26,20.0:14
toronto,08-20-18,6.0:27,20.0:13
toronto,08-21-18,6.0:28,20.0:11
toronto,08-22-18,6.0000000,20.000009
toronto,08-23-18,6.0:31,20.000008
toronto,08-24-18,6.0:32,20.000006
toronto,08-25-18,6.0:33,20.000004
toronto,08-26-18,6.0:34,20.000003
toronto,08-27-18,6.0:35,20.000001
toronto,08-28-18,6.0:36,19.0:59
toronto,08-29-18,6.0:37,19.0:58
toronto,08-30-18,6.0:38,19.0:56
toronto,08-31-18,6.0000000,19.0:54
toronto,09-01-18,6.0:41,19.0:52
toronto,09-02-18,6.0:42,19.0:51
toronto,09-03-18,6.0:43,19.0:49
toronto,09-04-18,6.0:44,19.0:47
toronto,09-05-18,6.0:45,19.0:45
toronto,09-06-18,6.0:46,19.0:44
toronto,09-07-18,6.0:47,19.0:42
toronto,09-08-18,6.0:49,19.0000000
toronto,09-09-18,6.0000000,19.0:38
toronto,09-10-18,6.0:51,19.0:36
toronto,09-11-18,6.0:52,19.0:34
toronto,09-12-18,6.0:53,19.0:33
toronto,09-13-18,6.0:54,19.0:31
toronto,09-14-18,6.0:55,19.0:29
toronto,09-15-18,6.0:56,19.0:27
toronto,09-16-18,6.0:58,19.0:25
toronto,09-17-18,6.0:59,19.0:24
toronto,09-18-18,7.0000000,19.0:22
toronto,09-19-18,7.000001,19.0000000
toronto,09-20-18,7.000002,19.0:18
toronto,09-21-18,7.000003,19.0:16
toronto,09-22-18,7.000004,19.0:14
toronto,09-23-18,7.000005,19.0:13
toronto,09-24-18,7.000007,19.0:11
toronto,09-25-18,7.000008,19.000009
toronto,09-26-18,7.000009,19.000007
toronto,09-27-18,7.0000000,19.000005
toronto,09-28-18,7.0:11,19.000003
toronto,09-29-18,7.0:12,19.000002
toronto,09-30-18,7.0:13,19.0000000
toronto,10-01-18,7.0:15,18.0:58
toronto,10-02-18,7.0:16,18.0:56
toronto,10-03-18,7.0:17,18.0:54
toronto,10-04-18,7.0:18,18.0:53
toronto,10-05-18,7.0:19,18.0:51
toronto,10-06-18,7.0000000,18.0:49
toronto,10-07-18,7.0:22,18.0:47
toronto,10-08-18,7.0:23,18.0:46
toronto,10-09-18,7.0:24,18.0:44
toronto,10-10-18,7.0:25,18.0:42
toronto,10-11-18,7.0:26,18.0000000
toronto,10-12-18,7.0:28,18.0:39
toronto,10-13-18,7.0:29,18.0:37
toronto,10-14-18,7.0000000,18.0:35
toronto,10-15-18,7.0:31,18.0:34
toronto,10-16-18,7.0:33,18.0:32
toronto,10-17-18,7.0:34,18.0000000
toronto,10-18-18,7.0:35,18.0:29
toronto,10-19-18,7.0:36,18.0:27
toronto,10-20-18,7.0:37,18.0:25
toronto,10-21-18,7.0:39,18.0:24
